bioID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
hoppeda01,Dave,David,Dirk,Hoppen,,,,Dave,C-F,0,0,83,235,Nebraska,,3/13/1964,Omaha,NE,USA,Benson,Omaha,NE,USA,0000-00-00,W
horanjo01,Johnny,John,F.,Horan,,,,"Johnny, The Vertical Hyphen",F,0,0,80,190,Dayton,,11/24/1932,,,,St. Thomas Military Academy,St. Paul,MN,USA,11/14/1980,W
horfoti01,Tito,Alfredo,William,Horford,,,,Tito,C,0,0,85,245,Miami (FL),Louisiana State,1/19/1966,LaRomana,,DOM,LaRomana / Marian Christian,LaRomana / Houston,  / TX,DOM/USA,0000-00-00,B
hornaje01,Jeff,Jeffrey,John,Hornacek,,,,Jeff,G,0,0,75,190,Iowa State,,5/3/1963,Elmhurst,IL,USA,Lyons Township,LaGrange,IL,USA,0000-00-00,W
hornro01,Ron,Ronnie,Leroy,Horn,,,,Ron,F,0,0,79,220,Indiana,,5/24/1938,Marion,IN,USA,Mississinewa,Gas City,IN,USA,10/5/2002,W
hortoed01,Ed,Edward,C.,Horton,,,,Ed,F,0,0,80,230,Iowa,,12/17/1967,Springfield,IL,USA,Lanphier,Springfield,IL,USA,0000-00-00,B
hoskebi01,Bill,Wilmer,Frederick,Hosket,,,,Bill,F-C,0,0,79.5,225,Ohio State,,12/20/1946,Dayton,OH,USA,Belmont,Dayton,OH,USA,0000-00-00,W
houbrbo01,Bob,Robert,J.,Houbregs,,,,"Bob, Houby",C-F,0,0,79,210,Washington,,3/12/1932,Vancouver,BC,CAN,Queen Anne,Seattle,WA,USA,0000-00-00,W
houseed01,Eddie,Edward,L.,House,,,II,Eddie,G,0,0,72,176,Arizona State,,5/14/1978,Berkeley,CA,USA,Hayward,Union City,CA,USA,0000-00-00,B
howargr01,Greg,Gregory,Darryle,Howard,,,,"Greg, Stretch",F-C,0,0,81,215,New Mexico,Hartnell CC,1/8/1948,Pittsburgh,PA,USA,Fifth Avenue,Pittsburgh,PA,USA,0000-00-00,B
howarjo01,Josh,Joshua,Jay,Howard,,,,Josh,F,0,0,78,203,Wake Forest,,4/28/1980,Winston-Salem,NC,USA,Glenn / Hargrave,Winston-Salem / Chatham,NC / VA,USA,0000-00-00,B
howarmo01,Mo,Maurice,,Howard,,,,Mo,G,0,0,74,170,Maryland,,8/25/1954,Philadelphia,PA,USA,St. Joseph's Prep,Philadelphia,PA,USA,0000-00-00,B
howarot01,Otis,Willie,Otis,Howard,,,,Otis,F,0,0,79,220,Austin Peay,,11/5/1956,Oak Ridge,TN,USA,Oak Ridge,Oak Ridge,TN,USA,0000-00-00,B
hubbabo01,Bob,Robert,Cecil,Hubbard,,,,Bob,C-F,0,0,78,215,Springfield,,12/27/1922,,,,Cushing Academy / West Springfield,Ashburnham / West Springfield,MA,USA,8/27/2011,W
hubbaph01,Phil,Philip,Gregory,Hubbard,,,,Phil,F-C,0,0,80,215,Michigan,,12/13/1956,Canton,OH,USA,McKinley,Canton,OH,USA,0000-00-00,B
hudsolo01,Lou,Louis,Clyde,Hudson,,,,"Lou, Sweet Lou, Super Lou",F-G,0,0,76.5,205,Minnesota,,7/11/1944,Greensboro,NC,USA,Dudley Senior,Greensboro,NC,USA,0000-00-00,B
humphja01,Jay,John,Jay,Humphries,,,,Jay,G,0,0,75,185,Colorado,,10/17/1962,Los Angeles,CA,USA,Inglewood,Inglewood,CA,USA,0000-00-00,B
hundlro01,Rod,Rodney,Clark,Hundley,,,,"Rod, Hot Rod",G,0,0,76,185,West Virginia,,10/26/1934,Charleston,WV,USA,Charleston,Charleston,WV,USA,0000-00-00,W
huntele01,Les,Leslie,,Hunter,,,,"Les, Big Game",F-C,0,0,79,210,Loyola (IL),,8/16/1942,Nashville,TN,USA,Pearl,Nashville,TN,USA,0000-00-00,B
hurlebo01,Bobby,Robert,Matthew,Hurley,,,,Bobby,G,0,0,72,165,Duke,,6/28/1971,Jersey City,NJ,USA,St. Anthony's,Jersey City,NJ,USA,0000-00-00,W
hustoge01,Geoff,Geoffrey,Angier,Huston,,,,Geoff,G,0,0,74,172,Texas Tech,,11/8/1957,Brooklyn,NY,USA,Canarsie,Brooklyn,NY,USA,0000-00-00,B
hutchme01,Mel,Melvin,R.,Hutchins,,,,"Mel, Hutch",F-C,0,0,78,200,Brigham Young,,11/22/1928,Sacramento,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,W
huttojo01,Joe,Joseph,Warren,Hutton,,,Jr.,Joe,G,0,0,73,170,Hamline,,10/6/1928,Excelsior,MN,USA,Wilson,St. Paul,MN,USA,10/20/2009,W
hydergr01,Greg,Gregory,Peck,Hyder,,,,Greg,F,0,0,78,215,Eastern New Mexico,,6/21/1948,,,,Victor Valley,Victorville,CA,USA,0000-00-00,B
iavarma01,Marc,Marcus,John,Iavaroni,,,,Marc,F,0,0,80,210,Virginia,,9/15/1956,Jamaica,NY,USA,Kennedy,Plainview,NY,USA,0000-00-00,W
ingelto01,Tom,Thomas,J.,Ingelsby,,,,Tom,G,0,0,75,180,Villanova,,2/12/1951,Philadelphia,PA,USA,Cardinal O'Hara,Philadelphia,PA,USA,0000-00-00,W
ingramc01,McCoy,Joel,McCoy,Ingram,,,,McCoy,F,0,0,80,210,Jackson State,,8/31/1931,,,,,,,,0000-00-00,B
inniger01,Erv,Ervin,Lee,Inniger,,,Jr.,"Erv, Irv",G,0,0,76,190,Indiana,,1/16/1945,Berne,IN,USA,Berne,Berne,IN,USA,0000-00-00,W
isselda01,Dan,Daniel,Paul,Issel,,,,"Dan, Horse",C-F,0,0,80.5,235,Kentucky,,10/25/1948,Batavia,IL,USA,Batavia,Batavia,IL,USA,0000-00-00,W
iuzzomi01,Mike,Michael,Alan,Iuzzolino,,,,Mike,G,0,0,70,172,St. Francis (PA),Penn State,1/22/1968,Altoona,PA,USA,Altoona Area,Altoona,PA,USA,0000-00-00,W
jacksal01,Al,Alvin,,Jackson,,,,Al,G,0,0,73,185,Wilberforce,,7/29/1943,Cleveland,OH,USA,Benedictine,Cleveland,OH,USA,0000-00-00,B
jacksgr01,Greg,Gregory,,Jackson,,,,Greg,G,0,0,72,180,Guilford,,8/2/1952,Brooklyn,NY,USA,Tilden / ?,Brooklyn / Chadbourn,NY / NC,USA,5/1/2012,B
jacksji01,Jim,James,Arthur,Jackson,,,,"Jim, Jimmy",G,0,0,78,220,Ohio State,,10/14/1970,Toledo,OH,USA,Macomber-Whitney,Toledo,OH,USA,0000-00-00,B
jackslu01,Luke,Lucious,Brown,Jackson,,,,Luke,F-C,0,0,81,240,Pan American,Texas Southern,10/31/1941,San Marcos,TX,USA,Morehouse,Bastrop,LA,USA,0000-00-00,B
jacksme01,Merv,Mervin,P.,Jackson,,,Jr.,"Merv, The Magician",G,0,0,75,175,Utah,,8/15/1946,Savannah,GA,USA,A.E. Beach,Savannah,GA,USA,6/7/2012,B
jacksmi01,Mike,Michael,,Jackson,,,,Mike,F,0,0,79,215,Los Angeles State,Allan Hancock JC,7/31/1949,Washington,DC,USA,,,,,0000-00-00,B
jacksph01,Phil,Philip,Douglas,Jackson,,,,"Phil, Action",F-C,0,0,80,220,North Dakota,,9/17/1945,Deer Lodge,MT,USA,Williston,Williston,ND,USA,0000-00-00,W
jacksto02,Tony,Anthony,Eugene,Jackson,,,,Tony,G,0,0,72,170,Florida State,,1/17/1958,Lexington,KY,USA,Bryan Station,Lexington,KY,USA,0000-00-00,B
jacobfr01,Fred,Winfred,O.,Jacobs,,,,Fred,F,0,0,75,175,Denver,,12/2/1922,(ht) Fountain,CO,USA,,,,,10/19/2008,W
jacobsa01,Sam,Samuel,Ryan,Jacobson,,,,Sam,G-F,0,0,76,215,Minnesota,,7/22/1975,Cottage Grove,MN,USA,Park-Cottage Grove,Cottage Grove,MN,USA,0000-00-00,W
jamerda01,Dave,John,David,Jamerson,,,,Dave,G-F,0,0,77,190,Ohio University,,8/13/1967,Clarksburg,WV,USA,Stow,Stow,OH,USA,0000-00-00,W
jamesbi01,Billy,Mack,William,James,,,,Billy,G,0,0,75,185,Marshall,,2/11/1950,,,,Scottsburgh,Scottsburgh,IN,USA,0000-00-00,W
jamesge01,Gene,Harold,Gene,James,,,,"Gene, Goose",F,0,0,76,180,Marshall,,2/15/1925,Ironton,OH,USA,Stonewall Jackson,Charleston,WV,USA,7/6/1997,W
jamesmi01,Mike,Michael,Lamont,James,,,,Mike,G,0,0,74,188,Duquesne,,6/23/1975,Amityville,NY,USA,Amityville,Amityville,NY,USA,0000-00-00,B
janotho01,Howie,Howard,,Janotta,,,,Howie,F,0,0,75,185,Seton Hall,LIU,10/19/1924,,,,Lodi,Lodi,NJ,USA,0000-00-00,W
jarviji01,Jim,James,C.,Jarvis,,,,Jim,G,0,0,73,175,Oregon State,,3/3/1943,Roseburg,OR,USA,Roseburg,Roseburg,OR,USA,0000-00-00,W
jeannbu01,Buddy,Harry,Edward,Jeannette,,,,Buddy,G,0,0,71,175,Washington & Jefferson,,9/15/1917,New Kensington,PA,USA,New Kensington,New Kensington,PA,USA,3/11/1998,W
jeffech01,Chris,Christopher,Allen,Jefferies,,,,Chris,F,0,0,80,215,Fresno State,Arkansas,2/13/1980,Fresno,CA,USA,Washington Union,Fresno,CA,USA,0000-00-00,B
jepsele01,Les,Leslie,Burnell,Jepsen,,,,"Les, Big Boy",C,0,0,84,237,Iowa,,6/24/1967,Bowbells,ND,USA,Bowbells,Bowbells,ND,USA,0000-00-00,W
jeterha01,Hal,Harold,,Jeter,,,,"Hal, Tony",G,0,0,75,190,Drake,,5/17/1945,Aliquippa,PA,USA,Aliquippa,Aliquippa,PA,USA,0000-00-00,B
johnsan01,Andy,Andrew,,Johnson,,,Jr.,Andy,F-G,0,0,77,215,Portland,,11/8/1932,Kalamazoo,MI,USA,North Hollywood,North Hollywood,CA,USA,8/30/2002,B
johnsar01,Arnie,Arnitz,L.,Johnson,,,,Arnie,F-C,0,0,77,236,Bemidji State,,5/17/1920,Gonvick,MN,USA,Gonvick,Gonvick,MN,USA,0000-00-00,W
johnsbu01,Buck,Alfonso,,Johnson,,,Jr.,Buck,F,0,0,79,190,Alabama,,1/3/1964,Birmingham,AL,USA,Hayes,Birmingham,AL,USA,0000-00-00,B
johnsch02,Cheese,Lynbert,Rich,Johnson,,,,Cheese,F-G,0,0,77.5,195,Wichita State,,9/7/1957,New York,NY,USA,Haaren,New York,NY,USA,0000-00-00,B
johnscl02,Clay,Clayton,H.,Johnson,,,,Clay,G,0,0,76,175,Missouri,Penn Valley CC,7/18/1956,Yazoo City,MS,USA,Manual,Kansas City,MO,USA,0000-00-00,B
johnsed02,Eddie,Edward,,Johnson,,,Jr.,"Eddie, Fast Eddie",G,0,0,74,175,Auburn,,2/24/1955,Ocala,FL,USA,Lake Weir,Summerfield,FL,USA,0000-00-00,B
johnsed03,Eddie,Edward,Arnet,Johnson,,,,Eddie,F-G,0,0,79,215,Illinois,,5/1/1959,Chicago,IL,USA,Westinghouse Vocational,Chicago,IL,USA,0000-00-00,B
johnsfr01,Frank,Franklin,Lenard,Johnson,,,,Frank,G,0,0,73,185,Wake Forest,,11/23/1958,Weirsdale,FL,USA,Lake Weir,Summerfield,FL,USA,0000-00-00,B
johnsji01,Jim,James,Robert,Johnstone,,,,Jim,C-F,0,0,83,245,Wake Forest,,9/20/1960,New Canaan,CT,USA,Lewiston-Porter Central,Youngstown,OH,USA,0000-00-00,W
johnske01,Ken,Kenneth,H.,Johnson,,,,Ken,F,0,0,80,240,Michigan State,USC,11/7/1962,Tuskegee,AL,USA,Carver / Lanier / LaJolla,Montgomery / Montgomery / La Jolla,AL/AL/CA,USA,0000-00-00,B
johnske03,Ken,Kenyatta,Allen,Johnson,,,,Ken,C-F,0,0,83,235,Ohio State,,2/1/1978,Detroit,MI,USA,Henry Ford,Detroit,MI,USA,0000-00-00,B
johnsmi01,Mickey,Wallace,Edgar,Johnson,,,,"Mickey, Rubber Band Man",F,0,0,82,190,Aurora,,8/31/1952,Chicago,IL,USA,Lindbloom,Chicago,IL,USA,0000-00-00,B
johnsne01,Neil,Donald,Neil,Johnston,,,,"Neil, Gabby",C,0,0,80,210,Ohio State,,2/4/1929,Chillicothe,OH,USA,Chillicothe,Chillicothe,OH,USA,9/28/1978,W
johnsra01,Ralph,David,Ralph,Johnson,,,,"Boag, Ralph",G,0,0,71,170,Huntington,,12/6/1921,,,,Union Center,Huntington County,IN,USA,7/13/2005,W
johnsre01,Reggie,Reginald,,Johnson,,,,"Reggie, Grady",F-C,0,0,81,205,Tennessee,,6/25/1957,Atlanta,GA,USA,Cedar Grove,Ellenwood,GA,USA,0000-00-00,B
johnsri01,Rich,Richard,Lewis,Johnson,,,,Rich,C,0,0,79,210,Grambling,,12/18/1946,New Orleans,LA,USA,,,,,6/15/1994,B
johnsro01,Ron,Ronald,F.,Johnson,,,,Ron,F,0,0,80,215,Minnesota,,7/20/1938,,,,New Prague,New Prague,MN,USA,0000-00-00,W
johnsst01,Stew,Stewart,,Johnson,,,,Stew,F-C,0,0,80,215,Murray State,,8/19/1944,Clairton,PA,USA,Clairton,Clairton,PA,USA,0000-00-00,B
johnsst03,Steve,Clarence,Stephen,Johnson,,,,Steve,C-F,0,0,82,235,Oregon State,,11/3/1957,Akron,OH,USA,San Gorgonio,San Bernardino,CA,USA,0000-00-00,B
johnsvi01,Vinnie,Vincent,,Johnson,,,,"Vinnie, Microwave",G,0,0,74,200,Baylor,McLennan CC,9/1/1956,Brooklyn,NY,USA,Franklin D. Roosevelt,Brooklyn,NY,USA,0000-00-00,B
jolliho01,Howie,Howard,,Jolliff,,,,Howie,F-C,0,0,79,218,Ohio University,,7/20/1938,,,,South,Canton,OH,USA,0000-00-00,W
jonesbi01,Bill,Clarence,William,Jones,,,,Bill,F,0,0,79,175,Iowa,,3/18/1966,Detroit,MI,USA,Northwestern,Detroit,MI,USA,0000-00-00,B
jonesbo01,Bobby,Robert,Clyde,Jones,,,,Bobby,F,0,0,81,210,North Carolina ,,12/18/1951,Charlotte,NC,USA,South Mecklenburg,Charlotte,NC,USA,0000-00-00,W
jonesco01,Collis,J.,Collis,Jones,,,,Collis,F,0,0,79,203,Notre Dame,,7/3/1949,Washington,DC,USA,St. Johns Military,Washington,DC,USA,0000-00-00,B
jonesdo01,Dontae,Dontae',Antijuaine,Jones,,,,,F,0,0,80,220,Mississippi State,NE Mississippi CC,6/2/1975,Nashville,TN,USA,Stratford,Nashville,TN,USA,0000-00-00,B
jonesfr01,Fred,Frederick,Terrell,Jones,,,,Fred,G,0,0,74,210,Oregon,,3/11/1979,Malvern,AR,USA,Barlow,Gresham,OR,USA,0000-00-00,B
joneshu01,Hutch,Willie,D.,Jones,,,,Hutch,F,0,0,80,190,Vanderbilt,Buffalo State,9/1/1959,Buffalo,NY,USA,Bishop Turner,Buffalo,NY,USA,0000-00-00,B
jonesja01,Jake,Jacob,,Jones,,,,Jake,G,0,0,75,180,Assumption,,5/9/1949,,,,Neptune,Neptune,NJ,USA,0000-00-00,B
jonesji01,Jimmy,James,,Jones,,,,Jimmy,G-F,0,0,76,188,Grambling,,1/1/1945,Tallulah,LA,USA,McCall,Tallulah,LA,USA,0000-00-00,B
jonesjo01,Johnny,John,,Jones,,,,Johnny,F,0,0,79,205,Los Angeles State,,3/12/1943,Washington,DC,USA,DeMatha Catholic,Hyattsville,MD,USA,0000-00-00,B
jonesla01,Larry,Walter,,Jones,,,,Larry,G-F,0,0,74,180,Toledo,,9/22/1942,Columbus,OH,USA,East,Columbus,OH,USA,0000-00-00,B
jonesni01,Nick,Ryan,Nicholas,Jones,,,,Nick,G,0,0,74,190,Oregon,,3/28/1945,,,,John Marshall,Portland,OR,USA,0000-00-00,B
jonespo01,Popeye,Ronald,Jerome,Jones,,,,"Popeye, Ron",F,0,0,80,243,Murray State,,6/17/1970,Dresden,TN,USA,Dresden,Dresden,TN,USA,0000-00-00,B
jonesri01,Rich,Richard,Wesley,Jones,,,,"Rich, House",F-C,0,0,78,220,Memphis State,Illinois,12/27/1946,Memphis,TN,USA,Lester,Memphis,TN,USA,0000-00-00,B
jonessa01,Sam,Samuel,,Jones,,,,Sam,G-F,0,0,76,198,North Carolina College,,6/24/1933,Wilmington,NC,USA,Laurinburg Institute,Laurinburg,NC,USA,0000-00-00,B
jonesst01,Steve,Stephen,Howard,Jones,,,,"Steve, Snapper",G-F,0,0,77,205,Oregon,,10/17/1942,Alexandria,LA,USA,Franklin,Portland,OR,USA,0000-00-00,B
joneswa01,Wah Wah,Wallace,Clayton,Jones,,,,Wah Wah,F,0,0,76,205,Kentucky,,7/14/1926,Harlan,KY,USA,Harlan,Harlan,KY,USA,0000-00-00,W
joneswi01,Willie,William,A.,Jones,,,,"Willie, The Bird",G,0,0,75,185,Northwestern,,6/29/1936,,,,,,,,0000-00-00,B
joneswi02,Wil,Wilbert,,Jones,,,,Wil,F,0,0,80,205,Albany State (GA),,2/27/1947,McGehee,AR,USA,Desha Central,Rohwer,AR,USA,0000-00-00,B
jordaed01,Eddie,Edward,Montgomery,Jordan,,,,"Eddie, Fast Eddie",G,0,0,73,170,Rutgers,,1/29/1955,Washington,DC,USA,Archbishop Carroll,Washington,DC,USA,0000-00-00,B
jordare01,Reggie,Reginald,,Jordan,,,,Reggie,G,0,0,76,190,New Mexico State,Southwestern,1/26/1968,Chicago,IL,USA,Proviso East (DNP),Maywood,IL,USA,0000-00-00,B
jordoph01,Phil,Philip,,Jordon,,,,"Phil, Wilacki, Big Pheel, Flip",C-F,0,0,82,205,Whitworth,,9/12/1933,Lakeport,CA,USA,Willits/Reading,Willits/Reading,CA,USA,6/7/1965,W
jorgejo01,Johnny,John,J.,Jorgensen,,,,Johnny,G-F,0,0,74,180,DePaul,William & Mary,12/28/1921,Chicago,IL,USA,,,,,1/19/1973,W
judkije01,Jeff,Jeffrey,Reed,Judkins,,,,Jeff,G-F,0,0,78,185,Utah,,3/23/1956,Salt Lake City,UT,USA,Highland,Salt Lake City,UT,USA,0000-00-00,W
kachawh01,Whitey,Edwin,John,Kachan,,,,"Ed, Whitey",G,0,0,74,175,DePaul,,9/15/1925,Chicago,IL,USA,St. Philip,Chicago,IL,USA,3/7/1993,W
kalafed01,Ed,Edward,L.,Kalafat,,,,Ed,C-F,0,0,78,245,Minnesota,,10/13/1932,,,,Anaconda Senior,Anaconda,MT,USA,0000-00-00,W
kamanch01,Chris,Christopher,Zane,Kaman,,,,Chris,C,0,0,84,255,Central Michigan,,4/28/1982,Grand Rapids,MI,USA,Tri-Unity Christian,Wyoming,MI,USA,0000-00-00,W
kappeto01,Tony,Anthony,George,Kappen,,,,Tony,G,0,0,70,165,none,Manhattan? St. John's ?,4/13/1919,,,,,,,,12/18/1993,W
kasided01,Ed,Edward,John,Kasid,,,,"Ed, Eddie",G,0,0,71,185,none,,8/13/1923,,,,,,,,11/3/1989,W
kauffbo01,Bob,Robert,,Kauffman,,,,"Bob, Horse, Ajax",F-C,0,0,80,240,Guilford,,7/13/1946,Brooklyn,NY,USA,Scarsdale,Scarsdale,NY,USA,0000-00-00,W
kearnmi01,Mike,Michael,Joseph,Kearns,,,,Mike,G,0,0,74,178,Princeton,,6/18/1929,,,,,,,,1/31/2009,W
kearnto01,Tommy,Thomas,Francis,Kearns,,,Jr.,Tommy,G,0,0,71,185,North Carolina,,10/6/1936,New York,NY,USA,St. Ann's Academy,New York,NY,USA,0000-00-00,W
kellebi01,Billy,William,Curry,Keller,,,,"Billy, Bill",G,0,0,70,177,Purdue,,8/30/1947,Indianapolis,IN,USA,Washington,Indianapolis,IN,USA,0000-00-00,W
kelleri01,Rich,Richard,Ryland,Kelley,,,,Rich,C-F,0,0,84,235,Stanford,,3/23/1953,San Mateo,CA,USA,Woodside,Woodside,CA,USA,0000-00-00,W
kellyje01,Jerry,Gerard,Allan,Kelly,,,,Jerry,F,0,0,74,172,John Marshall,,6/14/1918,,,,,,,,7/23/1996,W
kellyto01,Tom,Thomas,Edward,Kelly,,,,Tom,G,0,0,72,170,NYU,,3/5/1924,New  York,NY,USA,Regis,New York,NY,USA,3/20/2008,W
kelsegr01,Greg,Gregory,,Kelser,,,,"Greg, Special K",F,0,0,79,190,Michigan State,,9/17/1957,Panama City,FL,USA,Henry Ford,Detroit,MI,USA,0000-00-00,B
kemptti01,Tim,Timothy,Joseph,Kempton,,,,Tim,F-C,0,0,82,245,Notre Dame,,1/25/1964,Jamaica,NY,USA,St. Dominic,Oyster Bay,NY,USA,0000-00-00,W
kenned_01,D.J.,David,John,Kennedy,,,,D.J.,G-F,0,0,77,214,St. John's (NY),,11/5/1989,Pittsburgh,PA,USA,Schenley,Pittsburgh,PA,USA,0000-00-00,B
kennego01,Goo,Eugene,,Kennedy,,,,"Gene, Goo",F-C,0,0,77,205,Texas Christian,Fort Worth Christian,8/23/1949,Charlotte,SC,USA,,,,,0000-00-00,B
kennejo01,Joe,Joseph,A.,Kennedy,,,,Joe,F,0,0,78,210,Duke,,1/12/1947,,,,DeMatha Catholic,Hyattsville,MD,USA,0000-00-00,W
kennepi01,Pickles,William,R.,Kennedy,,,,"Pickles, Bill",G,0,0,71,180,Temple,,5/17/1938,Philadelphia,PA,USA,Lincoln,Philadelphia,PA,USA,8/31/2006,W
kenvibi01,Billy,William,McGill,Kenville,,,,"Billy, The Kid",G-F,0,0,74,187,St. Bonaventure,,12/1/1930,Elmhurst,NY,USA,DNP,,,,0000-00-00,W
kerrija01,Jack,John,E.,Kerris,,,,Jack,F-C,0,0,78,215,Loyola (IL),,1/30/1925,,,,De La Salle,Chicago,IL,USA,12/4/1983,W
kerrst01,Steve,Stephen,Douglas,Kerr,,,,Steve,G,0,0,75,175,Arizona,,9/27/1965,Beirut,,LIB,Pacific Palisades,Pacific Palisades,CA,USA,0000-00-00,W
kerwito01,Tom,Thomas,Vincent,Kerwin,,,,Tom,F,0,0,79,210,Centenary,,7/7/1944,,,,Long Branch,Long Branch,NJ,USA,0000-00-00,W
kiffiir01,Irv,Irvin,A.,Kiffin,,,Jr.,Irv,F,0,0,81,225,Oklahoma Baptist,Virginia Union,8/8/1951,New York,NY,USA,Springfield Gardens,Springfield Gardens,NY,USA,0000-00-00,B
kileyja01,Jack,John,F.,Kiley,,,,Jack,G,0,0,73,170,Syracuse,,1/5/1929,,,,Seton Hall Prep,South Orange,NJ,USA,2/16/1982,W
killuea01,Earnie,Earnest,,Killum,,,,Earnie,G,0,0,75,180,Stetson,,6/11/1948,,,,,,,,0000-00-00,B
kimbato01,Toby,Thomas,,Kimball,,,,Toby,F-C,0,0,78,220,Connecticut,,9/7/1942,Framingham,MA,USA,Belmont,Belmont,MA,USA,0000-00-00,W
kimblbo01,Bo,Gregory,Kevin,Kimble,,,,Bo,G-F,0,0,76,190,Loyola Marymount,USC,4/9/1966,Philadelphia,PA,USA,Dobbins Tech,Philadelphia,PA,USA,0000-00-00,B
kimbrst01,Stan,Stanley,R.,Kimbrough,,,,Stan,G,0,0,71,153,Xavier (OH),Central Florida,4/24/1966,Tuscaloosa,AL,USA,St. Joseph Academy,Cleveland,OH,USA,0000-00-00,B
kinchch01,Chad,Chadwick,Oliver,Kinch,,,,Chad,G,0,0,76,190,UNC-Charlotte,,5/22/1958,Perth Amboy,NJ,USA,Perth Amboy,Perth Amboy,NJ,USA,4/3/1994,B
kingch01,Chris,Christopher,Donnell,King,,,,Chris,F,0,0,80,215,Wake Forest,,7/24/1969,Newton Grove,NC,USA,Hobbton,Newton Grove,NC,USA,0000-00-00,B
kingda01,Dan,Daniel,,King,,,,Dan,F,0,0,78,220,Western Kentucky,,1/7/1931,Paris,TN,USA,Grove,Paris,TN,USA,0000-00-00,W
kingji01,Jim,James,Leonard,King,,,,"Jim, Country",G,0,0,74,175,Tulsa,,2/7/1941,Tulsa,OK,USA,Fort Smith,Fort Smith,AR,USA,0000-00-00,W
kingma01,Maury,Maurice,E.,King,,,,Maury,G,0,0,74,184,Kansas,,3/12/1935,Kansas City,KS,USA,R.T. Coles Vocational,Kansas City,KS,USA,9/17/2007,B
kingre01,Reggie,Reginald,Biddings,King,,,,Reggie,F,0,0,78,225,Alabama,,2/14/1957,Birmingham,AL,USA,Jackson-Olin,Birmingham,AL,USA,0000-00-00,B
kingri01,Rich,Richard,Thomas,King,,,,Rich,C,0,0,86,260,Nebraska,,4/4/1969,Lincoln,NE,USA,Harry A. Burke,Omaha,NE,USA,0000-00-00,W
kingst01,Stacey,Ronald,Stacey,King,,,,Stacey,F-C,0,0,83,230,Oklahoma,,1/29/1967,Lawton,OK,USA,Lawton,Lawton,OK,USA,0000-00-00,B
kingto01,Tom,Thomas,Van Dyke,King,,,,Tom,G,0,0,72,165,Michigan,Michigan State,3/9/1924,,,,East Lansing,East Lansing,MI,USA,0000-00-00,W
kinnebo01,Bob,Robert,Paul,Kinney,,,,"Bob, Hi-Pocket, Bat-em Bob",C-F,0,0,78,215,Rice,,9/16/1920,Fort Scott,KS,USA,Jefferson,San Antonio,TX,USA,9/2/1985,W
kirkwa01,Walt,Walton,,Kirk,,,Jr.,"Walt, Junior",G-F,0,0,75,173,Illinois,,9/3/1924,Mount Vernon,IL,USA,Mt. Vernon,Mt. Vernon,IL,USA,0000-00-00,W
kissaji01,Jim,James,J.,Kissane,,,Jr.,Jim,F,0,0,79,210,Boston College,,8/17/1946,New Hyde Park,NY,USA,Chaminade,Mineola,NY,USA,0000-00-00,W
kistldo01,Doug,Douglas,C.,Kistler,,,,"Doug, Biggie",F,0,0,81,210,Duke,,3/21/1938,Wayne,PA,USA,Peddie Prep / Wayne,Cranberry/Radnor,NJ /PA,USA,2/29/1980,W
kitegr01,Greg,Gregory,Fuller,Kite,,,,Greg,C,0,0,83,250,Brigham Young,,8/5/1961,Houston,TX,USA,James Madison,Houston,TX,USA,0000-00-00,W
kleinjo01,Joe,Joseph,William,Kleine,,,,Joe,C,0,0,83,255,Arkansas,Notre Dame,1/4/1962,Colorado Springs,CO,USA,Slater,Slater,MO,USA,0000-00-00,W
klotzhe01,Herm,Louis,Herman,Klotz,,,,"Herman, Herm, Red",G,0,0,67,150,Villanova,,10/21/1921,Philadelphia,PA,USA,South,Philadelphia,PA,USA,0000-00-00,W
knighbi01,Billy,William,R.,Knight,,,,"Billy, Bill, Mooney",G-F,0,0,78,195,Pittsburgh,,6/9/1952,Braddock,PA,USA,Braddock,Braddock,PA,USA,0000-00-00,B
knighro01,Ron,Ronald,Eugene,Knight,,,,Ron,F,0,0,79,210,Los Angeles State,,8/4/1947,,,,Compton,Compton,CA,USA,0000-00-00,B
knorele01,Lee,Leonard,J.,Knorek,,,,Lee,C,0,0,79,215,Detroit,DeSales / Denison,7/15/1921,Rossford,OH,USA,Rossford / Toledo Cent. Cath,Rossford / Toledo,OH,USA,7/22/2003,W
knostdi01,Dick,Richard,W.,Knostman,,,,Dick,C,0,0,78,215,Kansas State,,8/9/1931,Wamego,KS,USA,Wamego,Wamego,KS,USA,0000-00-00,W
knowlro01,Rod,William,Rodney,Knowles,,,,"Rodney, Rod",F-C,0,0,81,215,Davidson,,2/27/1946,Washington,NC,USA,Rose,Greenville,NC,USA,10/25/2008,W
komenmi01,Milo,Milan,,Komenich,,,,"Milo, Miles",F-C,0,0,79,212,Wyoming,,6/22/1920,,,,Gary Prep / Lew Wallace,Gary,IN,USA,5/25/1977,W
kondlto01,Tom,Thomas,A.,Kondla,,,,Tom,C,0,0,80,225,Minnesota,,11/30/1946,Brookfield,IL,USA,Riverside-Brookfield,Riverside,IL,USA,0000-00-00,W
